"","Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place"
"1","Abbie Murphy","F","SBD","Wraps",29,"24-34","F-OR",59.8,"60",80,92.5,105,NA,105,45,50,55,NA,55,110,120,130,NA,130,290,"4"
"2","Abbie Tuong","F","SBD","Wraps",29,"24-34","F-OR",58.5,"60",100,110,120,NA,120,55,62.5,67.5,NA,67.5,130,140,145,NA,145,332.5,"2"
"3","Ainslee Hooper","F","B","Raw",40,"40-44","F-OR",55.4,"56",NA,NA,NA,NA,NA,27.5,32.5,-35,NA,32.5,NA,NA,NA,NA,NA,32.5,"1"
"4","Amy Moldenhauer","F","SBD","Wraps",23,"20-23","F-OR",60,"60",-105,-105,105,NA,105,67.5,72.5,-75,NA,72.5,132.5,-140,-140,NA,132.5,310,"3"
"5","Andrea Rowan","F","SBD","Wraps",45,"45-49","F-OR",104,"110",120,130,140,NA,140,70,75,80,NA,80,150,160,170,NA,170,390,"3"
"6","April Alvarez","F","SBD","Wraps",37,"35-39","F-OR",74,"75",127.5,135,142.5,NA,142.5,72.5,77.5,82.5,NA,82.5,125,135,145,NA,145,370,"5"
"7","Ash Morgan","F","SBD","Wraps",23,"20-23","F-OR",59.8,"60",115,125,-135,NA,125,65,70,-75,NA,70,130,140,150,NA,150,345,"1"
"8","Belinda Moloney","F","SBD","Wraps",35,"35-39","F-OR",80.4,"82.5",120,130,140,NA,140,67.5,72.5,77.5,NA,77.5,125,140,152.5,NA,152.5,370,"5"
"9","Briony Williams","F","SBD","Wraps",36,"35-39","F-OR",108,"110",180,200,220,NA,220,90,100,NA,NA,100,200,NA,NA,NA,200,520,"1"
"10","Brooke Kowalczyk","F","SBD","Wraps",37,"35-39","F-OR",74.8,"75",180,190,200,NA,200,90,95,-97.5,NA,95,160,170,180,NA,180,475,"1"
"11","Carmen Daldry","F","SBD","Wraps",34,"24-34","F-OR",82,"82.5",175,185,-195,NA,185,85,-90,-90,NA,85,180,192.5,-202.5,NA,192.5,462.5,"2"
"12","Christina Tsatsoulis","F","SBD","Raw",27,"24-34","F-OR",102,"110",135,-140,140,NA,140,77.5,82.5,-85,NA,82.5,180,-185,-185,NA,180,402.5,"2"
"13","Dakoda Plumridge","F","SBD","Wraps",27,"24-34","F-OR",78.6,"82.5",172.5,182.5,-192.5,NA,182.5,92.5,100,105,NA,105,175,190,205,NA,205,492.5,"1"
"14","Deborah Carmody","F","SBD","Wraps",38,"35-39","F-OR",74.7,"75",-170,170,-177.5,NA,170,92.5,95,-97.5,NA,95,200,207.5,-210,NA,207.5,472.5,"2"
"15","Elizabeth Ciortuz","F","SBD","Raw",19,"18-19","F-OR",72.7,"75",95,105,112.5,NA,112.5,55,-60,60,NA,60,107.5,117.5,127.5,NA,127.5,300,"7"
"16","Eve Lundmark-Bourke","F","SBD","Wraps",30,"24-34","F-OR",108.1,"110",135,142.5,147.5,NA,147.5,65,70,-72.5,NA,70,140,152.5,157.5,NA,157.5,375,"4"
"17","Helene Faccio","F","SBD","Wraps",50,"50-54","F-OR",55.2,"56",130,137.5,-142.5,NA,137.5,65,70,-72.5,NA,70,160,172.5,182.5,NA,182.5,390,"1"
"18","Jacinta Holman","F","SBD","Wraps",49,"45-49","F-OR",77.2,"82.5",110,115,120,NA,120,60,-65,65,NA,65,170,-180,-180,NA,170,355,"6"
"19","Jade Cranwell","F","SBD","Wraps",33,"24-34","F-OR",71.9,"75",135,145,150,NA,150,85,-90,90,NA,90,130,137.5,145,NA,145,385,"4"
"20","Jasmine Hoare","F","SBD","Raw",31,"24-34","F-OR",77.7,"82.5",130,137.5,145,NA,145,75,80,-85,NA,80,145,155,-165,NA,155,380,"4"
"21","Joanne Lawrence","F","SBD","Wraps",48,"45-49","F-OR",55.8,"56",115,120,122.5,NA,122.5,77.5,82.5,-85,NA,82.5,140,150,157.5,NA,157.5,362.5,"2"
"22","Joelle Savgy","F","SBD","Raw",29,"24-34","F-OR",72.1,"75",90,100,105,NA,105,55,60,-62.5,NA,60,125,132.5,137.5,NA,137.5,302.5,"6"
"23","Kate Drinkwater","F","SBD","Wraps",28,"24-34","F-OR",51.2,"52",100,-110,110,NA,110,45,47.5,-50,NA,47.5,115,125,-132.5,NA,125,282.5,"2"
"24","Kathleen Beggs","F","SBD","Wraps",30,"24-34","F-OR",55,"56",100,115,125,NA,125,60,65,-70,NA,65,130,142.5,155,NA,155,345,"3"
"25","Kellie Donaldson","F","SBD","Wraps",34,"24-34","F-OR",74,"75",155,165,-170,NA,165,95,100,-102.5,NA,100,155,167.5,175,NA,175,440,"3"
"26","Kerryn Siems","F","SBD","Wraps",30,"24-34","F-OR",67.2,"67.5",140,150,160,NA,160,72.5,-77.5,-77.5,NA,72.5,157.5,-167.5,NA,NA,157.5,390,"1"
"27","Kylie Smith","F","SBD","Wraps",37,"35-39","F-OR",60,"60",75,-85,-85,NA,75,50,55,-60,NA,55,110,-117.5,117.5,NA,117.5,247.5,"6"
"28","Lyndall Ablett","F","SBD","Wraps",45,"45-49","F-OR",64.8,"67.5",100,110,-115,NA,110,52.5,55,57.5,NA,57.5,115,125,130,NA,130,297.5,"3"
"29","Maja Sucevic","F","SBD","Wraps",26,"24-34","F-OR",89.3,"90",105,115,120,NA,120,50,55,57.5,NA,57.5,130,140,-145,NA,140,317.5,"2"
"30","Meagan Rochfort","F","SBD","Wraps",27,"24-34","F-OR",146.4,"110+",117.5,125,137.5,NA,137.5,65,70,72.5,NA,72.5,135,-142.5,142.5,NA,142.5,352.5,"4"
"31","Megan Wall","F","SBD","Wraps",35,"35-39","F-OR",114.1,"110+",125,135,145,NA,145,70,77.5,-82.5,NA,77.5,145,155,-160,NA,155,377.5,"3"
"32","Nicole Brown","F","SBD","Raw",28,"24-34","F-OR",57.7,"60",82.5,90,-95,NA,90,55,-60,-60,NA,55,92.5,102.5,-110,NA,102.5,247.5,"5"
"33","Niki Whitfield-Hart","F","SBD","Raw",35,"35-39","F-OR",72.9,"75",65,75,80,NA,80,52.5,57.5,60,NA,60,100,112.5,120,NA,120,260,"9"
"34","Nita O'Hara","F","SBD","Wraps",28,"24-34","F-OR",82.4,"82.5",140,-150,150,NA,150,60,65,NA,NA,65,170,175,-180,NA,175,390,"3"
"35","Rachel Flavin","F","SBD","Wraps",35,"35-39","F-OR",88.9,"90",135,145,150,NA,150,65,70,-75,NA,70,122.5,-132.5,-132.5,NA,122.5,342.5,"1"
"36","Renee Theyers","F","SBD","Wraps",29,"24-34","F-OR",65.6,"67.5",110,117.5,122.5,NA,122.5,60,62.5,-65,NA,62.5,142.5,150,-157.5,NA,150,335,"2"
"37","Sarah Green","F","SBD","Wraps",35,"35-39","F-OR",116.7,"110+",185,200,210,NA,210,80,87.5,90,NA,90,160,175,185,NA,185,485,"1"
"38","Sheridan Jacka","F","SBD","Wraps",42,"40-44","F-OR",112,"110+",150,155,NA,NA,155,87.5,92.5,-95,NA,92.5,180,195,NA,NA,195,442.5,"2"
"39","Stephanie Pausak","F","SBD","Wraps",33,"24-34","F-OR",74,"75",-85,-85,-85,NA,NA,50,55,-57.5,NA,55,115,122.5,130,NA,130,NA,"DQ"
"40","Tassie Mckenzie","F","SBD","Raw",17,"16-17","F-OR",74.3,"75",95,110,-125,NA,110,52.5,55,57.5,NA,57.5,95,110,115,NA,115,282.5,"8"
"41","Yasmin Moyses","F","SBD","Wraps",31,"24-34","F-OR",51.3,"52",110,115,120,NA,120,75,77.5,-80,NA,77.5,115,120,125,NA,125,322.5,"1"
"42","Adrian Zwaan","M","SBD","Raw",80,"80-999","M-OR",82.1,"82.5",80,90,100,NA,100,-62.5,67.5,72.5,NA,72.5,130,137.5,145,NA,145,317.5,"11"
"43","Aiden Westrip","M","SBD","Wraps",28,"24-34","M-OR",82,"82.5",210,220,227.5,NA,227.5,125,130,135,NA,135,225,240,250,NA,250,612.5,"2"
"44","Andrew Fella","M","SBD","Wraps",27,"24-34","M-OR",89.2,"90",230,245,260,NA,260,127.5,135,140,NA,140,210,230,250,NA,250,650,"5"
"45","Andrew Yuile","M","SBD","Wraps",36,"35-39","M-OR",79.5,"82.5",112.5,120,125,NA,125,72.5,77.5,-80,NA,77.5,125,135,142.5,NA,142.5,345,"9"
"46","Anthony Provenza","M","SBD","Wraps",34,"24-34","M-OR",114.7,"125",-270,270,-300,NA,270,180,-195,-195,NA,180,270,-300,-300,NA,270,720,"4"
"47","Arian Behbehani","M","SBD","Wraps",26,"24-34","M-OR",97.6,"100",300,-317.5,-317.5,NA,300,167.5,-175,-175,NA,167.5,260,272.5,282.5,NA,282.5,750,"2"
"48","Ashley Walshe","M","SBD","Wraps",27,"24-34","M-OR",97.7,"100",210,227.5,-232.5,NA,227.5,135,140,145,NA,145,250,-262.5,262.5,NA,262.5,635,"6"
"49","Beau White","M","SBD","Wraps",32,"24-34","M-OR",81.3,"82.5",180,195,-202.5,NA,195,97.5,102.5,110,NA,110,200,220,245,NA,245,550,"5"
"50","Ben Hales","M","SBD","Raw",31,"24-34","M-OR",98.6,"100",165,180,187.5,NA,187.5,107.5,115,-117.5,NA,115,190,207.5,-212.5,NA,207.5,510,"12"
"51","Ben Scott #1","M","SBD","Wraps",28,"24-34","M-OR",88.2,"90",175,185,190,NA,190,115,122.5,127.5,NA,127.5,215,227.5,235,NA,235,552.5,"11"
"52","Blake Nauta","M","SBD","Wraps",31,"24-34","M-OR",94.6,"100",170,-180,180,NA,180,-115,115,-117.5,NA,115,190,-200,200,NA,200,495,"13"
"53","Boe Osbourne","M","SBD","Wraps",17,"16-17","M-OR",82.6,"90",125,135,142.5,NA,142.5,70,75,82.5,NA,82.5,150,165,175,NA,175,400,"15"
"54","Bourneart Hean","M","SBD","Wraps",26,"24-34","M-OR",86.2,"90",185,195,202.5,NA,202.5,107.5,112.5,115,NA,115,210,220,225,NA,225,542.5,"12"
"55","Brady Curtin","M","SBD","Raw",21,"20-23","M-OR",88.1,"90",160,-170,170,NA,170,107.5,115,-120,NA,115,200,215,225,NA,225,510,"13"
"56","Callum Pearce","M","SBD","Wraps",24,"24-34","M-OR",98.8,"100",260,275,282.5,NA,282.5,155,165,170,NA,170,250,267.5,277.5,NA,277.5,730,"3"
"57","Chris Lepp","M","SBD","Wraps",26,"24-34","M-OR",82.5,"82.5",250,265,272.5,NA,272.5,150,157.5,160,NA,160,240,257.5,267.5,NA,267.5,700,"1"
"58","Chris Tyrrell","M","SBD","Wraps",29,"24-34","M-OR",124.8,"125",315,335,345,NA,345,177.5,185,190,NA,190,255,270,285,NA,285,820,"1"
"59","Christian Bylsma","M","SBD","Wraps",32,"24-34","M-OR",96.8,"100",195,205,217.5,NA,217.5,132.5,137.5,142.5,NA,142.5,215,227.5,240,NA,240,600,"8"
"60","Christopher O'Bree","M","SBD","Wraps",21,"20-23","M-OR",81.5,"82.5",180,195,-205,NA,195,-102.5,-105,105,NA,105,180,195,-205,NA,195,495,"7"
"61","Christopher Sheedy","M","SBD","Wraps",23,"20-23","M-OR",88.8,"90",222.5,235,242.5,NA,242.5,137.5,142.5,-147.5,NA,142.5,247.5,265,275,NA,275,660,"4"
"62","Dallas Sciascia","M","SBD","Wraps",38,"35-39","M-OR",137.8,"140",280,300,315,NA,315,170,180,187.5,NA,187.5,280,307.5,-317.5,NA,307.5,810,"4"
"63","Damir Matecic","M","SBD","Wraps",35,"35-39","M-OR",137.8,"140",280,300,-310,NA,300,200,210,-215,NA,210,300,310,315,NA,315,825,"3"
"64","Dan O'Connell","M","SBD","Wraps",22,"20-23","M-OR",109.9,"110",215,-230,-230,NA,215,140,-145,-145,NA,140,240,-260,-260,NA,240,595,"4"
"65","Daniel Bendinelli","M","SBD","Wraps",26,"24-34","M-OR",78.5,"82.5",195,207.5,-215,NA,207.5,95,100,102.5,NA,102.5,210,220,225,NA,225,535,"6"
"66","Daniel Theyers","M","SBD","Wraps",31,"24-34","M-OR",81.5,"82.5",140,150,160,NA,160,75,80,-85,NA,80,165,175,180,NA,180,420,"8"
"67","Darcy Morrissey","M","SBD","Wraps",24,"24-34","M-OR",123,"125",250,260,270,NA,270,152.5,160,167.5,NA,167.5,250,270,285,NA,285,722.5,"3"
"68","David Soon","M","SBD","Wraps",27,"24-34","M-OR",66.8,"67.5",130,140,150,NA,150,-80,85,90,NA,90,140,150,160,NA,160,400,"2"
"69","Dean Panopoulos","M","SBD","Wraps",26,"24-34","M-OR",81.7,"82.5",202.5,215,-225,NA,215,112.5,120,-125,NA,120,200,220,230,NA,230,565,"4"
"70","Earl Murphy","M","SBD","Wraps",26,"24-34","M-OR",106.1,"110",230,250,265,NA,265,150,160,170,NA,170,290,320,NA,NA,320,755,"1"
"71","Ed Narayan","M","B","Raw",35,"35-39","M-OR",116.7,"125",NA,NA,NA,NA,NA,157.5,167.5,175,NA,175,NA,NA,NA,NA,NA,175,"1"
"72","Emad Nayef","M","SBD","Wraps",41,"40-44","M-OR",88.5,"90",250,262.5,272.5,NA,272.5,155,160,162.5,NA,162.5,250,265,280,NA,280,715,"1"
"73","Emmanual Ioane","M","SBD","Wraps",36,"35-39","M-OR",133.7,"140",-230,-230,230,NA,230,120,130,-135,NA,130,NA,NA,NA,NA,NA,NA,"DQ"
"74","Gilbert Tan","M","SBD","Wraps",27,"24-34","M-OR",99.6,"100",200,215,-217.5,NA,215,145,155,-162.5,NA,155,217.5,230,242.5,NA,242.5,612.5,"7"
"75","Griffin Spence","M","SBD","Raw",27,"24-34","M-OR",67.1,"67.5",165,175,182.5,NA,182.5,100,107.5,-112.5,NA,107.5,220,237.5,245,NA,245,535,"1"
"76","Harley Hughes","M","SBD","Wraps",25,"24-34","M-OR",118.9,"125",235,250,260,NA,260,140,147.5,-152.5,NA,147.5,250,265,-275,NA,265,672.5,"6"
"77","Ian Henderson","M","SBD","Wraps",27,"24-34","M-OR",114.1,"125",265,-280,-280,NA,265,145,155,-160,NA,155,230,250,-260,NA,250,670,"7"
"78","Igor Bahtjak","M","SBD","Wraps",20,"20-23","M-OR",99.9,"100",-205,215,-225,NA,215,130,135,140,NA,140,220,240,-250,NA,240,595,"10"
"79","Jack Busch","M","SBD","Wraps",27,"24-34","M-OR",92.7,"100",-190,200,210,NA,210,97.5,105,-110,NA,105,180,195,-205,NA,195,510,"11"
"80","Jackson Drew","M","SBD","Wraps",25,"24-34","M-OR",123,"125",265,285,305,NA,305,155,170,182.5,NA,182.5,240,265,280,NA,280,767.5,"2"
"81","Jaksen Daddo","M","SBD","Wraps",24,"24-34","M-OR",101.5,"110",155,162.5,170,NA,170,115,122.5,-127.5,NA,122.5,190,207.5,215,NA,215,507.5,"7"
"82","James Beischer","M","SBD","Wraps",25,"24-34","M-OR",108.1,"110",165,175,185,NA,185,110,120,-130,NA,120,190,210,220,NA,220,525,"6"
"83","James Wakefield","M","B","Single-ply",36,"35-39","M-OE",80.8,"82.5",NA,NA,NA,NA,NA,-137.5,137.5,145,NA,145,NA,NA,NA,NA,NA,145,"1"
"84","Jeremy De Haan","M","SBD","Wraps",21,"20-23","M-OR",98.5,"100",250,262.5,275,NA,275,120,127.5,130,NA,130,250,265,272.5,NA,272.5,677.5,"4"
